vehicle_id,vehicle_type,vehicle_desc,make_id,make_name,make_type,model_year,color,date_stolen,year_stolen,month_stolen,location_id,region,country,population,density,area,clusters,clusters_named
1,Trailer,BST2021D,623,Trailer,Standard,2021,Silver,2021-11-05,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3,Boat Trailer,ASD JETSKI,623,Trailer,Standard,2021,Silver,2022-02-13,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
5,Trailer,D-MAX 8X5,623,Trailer,Standard,2018,Silver,2022-01-10,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
17,Trailer,BSTB85B,623,Trailer,Standard,2021,Silver,2021-10-10,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
24,Trailer - Heavy,CT DIG 25,623,Trailer,Standard,2021,Silver,2021-11-12,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
30,Trailer,PRO COMMERCIAL,623,Trailer,Standard,2018,Silver,2021-12-21,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
31,Trailer,FACTORY,623,Trailer,Standard,2018,Grey,2022-01-03,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
34,Trailer,BST 2021D,623,Trailer,Standard,2021,Silver,2022-01-05,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
37,Trailer,COMPASS-KH63,623,Trailer,Standard,2018,Silver,2022-02-23,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
42,Trailer,HOMEMADE,623,Trailer,Standard,2002,Silver,2022-01-02,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
43,Boat Trailer,BST58OR,623,Trailer,Standard,2018,Silver,2022-02-24,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
47,Trailer - Heavy,TANDEM,623,Trailer,Standard,2004,Grey,2021-11-05,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
49,Trailer,DOMESTIC,623,Trailer,Standard,2021,Grey,2021-10-22,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
56,Trailer - Heavy,BRIFORD,623,Trailer,Standard,2000,Yellow,2022-03-05,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
57,Boat Trailer,ASD JETSKI,623,Trailer,Standard,2021,Silver,2022-02-21,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
59,Trailer,HOMEBUILT,623,Trailer,Standard,2021,Black,2022-03-06,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
61,Trailer,TRAILERWORLD 9X5 HSB,623,Trailer,Standard,2021,Silver,2022-03-26,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
62,Trailer,SINGLE AXLE,623,Trailer,Standard,2018,Silver,2021-10-10,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
72,Trailer,ELITE,623,Trailer,Standard,2014,Silver,2022-02-04,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
76,Trailer,7 X 4 STD,623,Trailer,Standard,2015,Silver,2022-01-05,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
77,Trailer,HOMEBUILT,623,Trailer,Standard,2011,Grey,2022-04-02,2022,April,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
81,Trailer,COMPASS D105,623,Trailer,Standard,2015,Silver,2021-10-18,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
88,Trailer,LOCAL,623,Trailer,Standard,1984,Yellow,2022-03-21,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
94,Trailer,COMPASS-C85,623,Trailer,Standard,2018,Silver,2022-03-18,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
99,Trailer,HOMEBUILT,623,Trailer,Standard,2022,Black,2022-02-14,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
103,Trailer,MARTIN ENGINEERING,623,Trailer,Standard,1998,White,2022-03-28,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
109,Trailer,TRAILER,623,Trailer,Standard,2022,Silver,2022-02-09,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
120,Trailer,VULCAN,623,Trailer,Standard,2022,Silver,2022-03-04,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
127,Boat Trailer,REID,623,Trailer,Standard,2000,Silver,2022-02-03,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
147,Trailer,DOMESTIC,623,Trailer,Standard,2019,Grey,2022-03-09,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
174,Boat Trailer,BOAT,623,Trailer,Standard,2012,Silver,2021-12-22,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
175,Trailer - Heavy,MM INDUSTRIES,623,Trailer,Standard,2019,Silver,2021-10-11,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
178,Boat Trailer,BOAT TRAILER,623,Trailer,Standard,2019,Silver,2022-02-12,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
186,Trailer,HOMEMADE,623,Trailer,Standard,1981,Grey,2022-02-16,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
193,Trailer,TUFF,623,Trailer,Standard,2019,Silver,2021-11-01,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
194,Caravan,DMW,623,Trailer,Standard,2006,White,2021-12-07,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
198,Trailer,LOCAL,623,Trailer,Standard,1999,Silver,2022-02-02,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
210,Trailer,TRADETESTED 7 X 4,623,Trailer,Standard,2015,Silver,2021-10-12,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
211,Trailer,VULCAN,623,Trailer,Standard,2015,Silver,2021-11-01,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
237,Trailer,DOMESTIC TRAILER,623,Trailer,Standard,2002,Grey,2021-12-29,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
239,Trailer,KEA,623,Trailer,Standard,2016,Silver,2021-10-14,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
244,Boat Trailer,HOMEBUILT,623,Trailer,Standard,2019,Silver,2021-12-15,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
248,Boat Trailer,BOAT,623,Trailer,Standard,2019,Silver,2022-03-04,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
263,Trailer,UTILITY,623,Trailer,Standard,2016,Silver,2022-03-22,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
272,Trailer - Heavy,GT TRAILER,623,Trailer,Standard,2016,Silver,2021-10-29,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
274,Trailer - Heavy,MAINLINE TANKER,623,Trailer,Standard,2013,Grey,2021-11-08,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
278,Trailer,COMPASS KH85T,623,Trailer,Standard,2016,Silver,2022-02-23,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
282,Trailer,TUFF,623,Trailer,Standard,2016,Silver,2021-11-01,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
286,Boat Trailer,AAA375 AAKRON,623,Trailer,Standard,2016,Silver,2022-01-29,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
288,Trailer,VULCAN,623,Trailer,Standard,2016,Silver,2021-10-31,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
296,Boat Trailer,HOSKING,623,Trailer,Standard,2000,Silver,2021-12-26,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
307,Boat Trailer,ASD JETSKI,623,Trailer,Standard,2020,Silver,2022-01-04,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
314,Boat Trailer,JEYSKI ACTION LAB,623,Trailer,Standard,2019,Grey,2022-01-20,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
321,Trailer,DOMESTIC,623,Trailer,Standard,2020,Silver,2022-02-03,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
324,Trailer,FUTURA,623,Trailer,Standard,2020,Grey,2022-01-13,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
325,Boat Trailer,DMW,623,Trailer,Standard,2020,Silver,2021-11-21,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
335,Trailer,DOMESTIC,623,Trailer,Standard,2016,Silver,2022-03-30,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
343,Trailer - Heavy,GT,623,Trailer,Standard,2016,Silver,2022-02-01,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
359,Trailer,HOMEBUILT,623,Trailer,Standard,2020,Black,2022-03-03,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
363,Trailer,DOMESTIC,623,Trailer,Standard,2020,Grey,2022-02-27,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
372,Trailer,TUFF,623,Trailer,Standard,2020,Silver,2021-10-18,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
376,Trailer,DOMESTIC,623,Trailer,Standard,2020,Grey,2021-12-13,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
380,Trailer,BOAT,623,Trailer,Standard,2020,Silver,2021-11-26,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
383,Boat Trailer,BOAT,623,Trailer,Standard,2020,Silver,2022-01-13,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
405,Trailer,TRAILER PRO,623,Trailer,Standard,2017,Silver,2022-02-14,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
410,Trailer - Heavy,EXCAVATOR TRAILER,623,Trailer,Standard,2017,Silver,2021-12-31,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
412,Trailer,VULCAN,623,Trailer,Standard,2017,Silver,2021-11-18,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
415,Trailer - Heavy,GT TRAILER,623,Trailer,Standard,2017,Silver,2022-02-23,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
433,Trailer,DOMESTIC TRAILER,623,Trailer,Standard,1981,Yellow,2022-04-01,2022,April,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
448,Boat Trailer,CRUISER,623,Trailer,Standard,2020,Silver,2021-12-15,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
455,Trailer - Heavy,GT PRODUCTS,623,Trailer,Standard,1998,Grey,2021-11-15,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
469,Trailer,BES1500,623,Trailer,Standard,2017,Silver,2021-12-23,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
470,Trailer,PL27084 ACCESS,623,Trailer,Standard,2017,Silver,2021-11-11,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
476,Trailer,VULCAN C8X5T,623,Trailer,Standard,2017,Silver,2021-10-17,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
477,Trailer,TOP GEAR,623,Trailer,Standard,2017,Black,2021-10-27,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
483,Trailer,TRAILER PRO,623,Trailer,Standard,2017,Silver,2021-10-21,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
486,Trailer,IFOR WILLIAMS,623,Trailer,Standard,2017,Silver,2022-02-25,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
493,Boat Trailer,BOAT TRAILER,623,Trailer,Standard,1990,White,2022-01-18,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
495,Trailer,CAR TRANSPORTER,623,Trailer,Standard,2021,Grey,2021-11-24,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
498,Trailer,ROADCHIEF,623,Trailer,Standard,2021,Silver,2022-01-28,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
500,Trailer - Heavy,BRENT SMITH TB1,623,Trailer,Standard,2021,Silver,2022-01-18,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
505,Trailer,TUI TRAILERS,623,Trailer,Standard,2021,Grey,2022-02-21,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
523,Trailer,CAR TRAILER,623,Trailer,Standard,2021,Silver,2021-12-29,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
524,Trailer,D-MAX FLATDECK,623,Trailer,Standard,2021,Silver,2021-12-09,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
531,Trailer,OUTPOST 10X6,623,Trailer,Standard,2017,Silver,2022-02-14,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
548,Trailer,DOMESTIC,623,Trailer,Standard,2018,Black,2022-01-16,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
549,Trailer,TIPPER,623,Trailer,Standard,2021,Silver,2022-02-15,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
555,Trailer - Heavy,NYMIC,623,Trailer,Standard,2021,Grey,2021-10-29,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
558,Trailer,DOMESTIC,623,Trailer,Standard,2020,Grey,2022-02-27,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
567,Trailer - Heavy,CT DIG25,623,Trailer,Standard,2021,Silver,2022-02-14,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
573,Boat Trailer,DMW,623,Trailer,Standard,2021,Grey,2022-01-26,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
575,Trailer,DOMESTIC,623,Trailer,Standard,2019,Grey,2021-10-23,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
577,Trailer,TANDEM,623,Trailer,Standard,2021,Silver,2022-02-24,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
581,Boat Trailer,JET SKI,623,Trailer,Standard,2013,Grey,2021-12-06,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
588,Trailer,DOMESTIC,623,Trailer,Standard,2019,Grey,2021-10-19,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
592,Trailer,BST2021D,623,Trailer,Standard,2021,Silver,2021-10-24,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
595,Trailer - Heavy,GT17023,623,Trailer,Standard,2018,Silver,2022-03-28,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
604,Trailer,DOMESTIC TRAILER,623,Trailer,Standard,2018,Grey,2021-10-25,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
606,Trailer,DOMESTIC,623,Trailer,Standard,2018,White,2021-12-12,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
609,Trailer - Heavy,GT DIGGER TRAILER,623,Trailer,Standard,2018,Silver,2021-11-24,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
611,Trailer,BRIAN JAMES A4,623,Trailer,Standard,2018,Silver,2022-01-18,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
935,Trailer,TAMDEM,623,Trailer,Standard,2003,Yellow,2021-11-14,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1480,Trailer - Heavy,AMED 09,623,Trailer,Standard,2012,Grey,2021-11-22,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1812,Trailer,BRIFORD,623,Trailer,Standard,2005,Silver,2021-10-24,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1815,Trailer,HOMEBUILT,623,Trailer,Standard,2005,Green,2022-03-26,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1819,Trailer - Heavy,KERRICK,623,Trailer,Standard,2004,Orange,2022-01-21,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
2308,Trailer - Heavy,COMMERCIAL,623,Trailer,Standard,2006,Black,2022-02-28,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
2309,Boat Trailer,FOURWINNS,623,Trailer,Standard,2005,Black,2022-01-16,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
2821,Boat Trailer,BOAT - JET SKI,623,Trailer,Standard,2007,Grey,2022-02-14,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
2826,Trailer - Heavy,PRESCOT TANDEM WHEEL,623,Trailer,Standard,2007,Silver,2022-01-28,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
2830,Trailer - Heavy,MOTORBIKE,623,Trailer,Standard,2007,Silver,2021-12-07,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3039,Trailer,FINELINE,623,Trailer,Standard,2007,Silver,2022-02-18,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3041,Boat Trailer,HOSKING MULTI ROLLER,623,Trailer,Standard,2007,Silver,2022-03-27,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3246,Trailer,DIGGER TRAILER,623,Trailer,Standard,2007,Silver,2021-10-12,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3250,Trailer,FLEETWOOD TAOS,623,Trailer,Standard,2005,White,2022-03-16,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3251,Trailer,ACE,623,Trailer,Standard,2008,Silver,2022-01-15,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3479,Trailer - Heavy,CUSTOM,623,Trailer,Standard,2008,Silver,2022-03-25,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3729,Caravan,HOMEMADE,623,Trailer,Standard,1994,Yellow,2022-02-12,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3732,Trailer,STEELBRO,623,Trailer,Standard,2008,Silver,2021-11-27,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3997,Trailer,HOMEBUILT,623,Trailer,Standard,1998,Blue,2021-10-16,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
3999,Boat Trailer,VOYAGER,623,Trailer,Standard,1999,Grey,2022-02-01,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4005,Trailer,DOMESTIC,623,Trailer,Standard,2009,Silver,2022-01-13,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4006,Trailer,AVON,623,Trailer,Standard,2009,Grey,2021-12-13,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4057,Trailer - Heavy,4A TIPPER TRAILER,623,Trailer,Standard,2010,Green,2022-02-16,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4061,Boat Trailer,BOAT,623,Trailer,Standard,1997,Grey,2021-11-28,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4063,Trailer,CLOSED IN,623,Trailer,Standard,2010,White,2022-01-10,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4072,Trailer,TRAILER WORLD 10X6,623,Trailer,Standard,2011,Silver,2021-12-08,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4075,Trailer - Heavy,KEA,623,Trailer,Standard,2011,Silver,2021-11-17,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4080,Trailer - Heavy,GENERATOR,623,Trailer,Standard,2011,Grey,2022-03-10,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4108,Boat Trailer,BOAT,623,Trailer,Standard,2009,Silver,2022-01-31,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4111,Trailer,MONOWAY,623,Trailer,Standard,2006,Green,2022-02-08,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4120,Boat Trailer,BUCCANER 605X5,623,Trailer,Standard,2011,Grey,2022-02-10,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4163,Trailer,DOMESTIC,623,Trailer,Standard,2012,Silver,2021-11-29,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4164,Trailer,HOMEBUILT,623,Trailer,Standard,2012,Silver,2022-03-21,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4198,Trailer,RENEGADE,623,Trailer,Standard,2013,Grey,2021-10-07,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4204,Boat Trailer,MUDGEWAY,623,Trailer,Standard,2012,Grey,2021-12-17,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4348,Trailer,KEA KC95,623,Trailer,Standard,2014,Silver,2022-03-22,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4354,Boat Trailer,TWIN JETSKI,623,Trailer,Standard,2014,Silver,2021-10-22,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4356,Trailer,FREZZER,623,Trailer,Standard,2013,White,2021-11-03,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4359,Boat Trailer,JKF JETSKIS,623,Trailer,Standard,2014,Silver,2022-01-23,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4362,Trailer,VULCAN,623,Trailer,Standard,2013,Silver,2022-02-17,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4415,Trailer,HOME BUILD,623,Trailer,Standard,2014,Grey,2021-11-21,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4417,Trailer - Heavy,BEAR CAT CH922DH,623,Trailer,Standard,2015,Orange,2021-12-22,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4426,Trailer,HOMEMADE,623,Trailer,Standard,1985,Silver,2021-11-08,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4434,Trailer,TRAILER WORX,623,Trailer,Standard,2014,Silver,2021-12-10,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4437,Trailer,TANDAM,623,Trailer,Standard,2014,Black,2022-01-15,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
4440,Trailer,MONOWAY,623,Trailer,Standard,2014,Silver,2022-01-26,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
6,Roadbike,YZF-R6T,636,Yamaha,Standard,2005,Black,2021-12-31,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
260,Roadbike,YZF-R6T,636,Yamaha,Standard,2005,Grey,2022-02-17,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
299,Moped,CV50 JOG,636,Yamaha,Standard,2007,Blue,2021-10-26,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
459,Roadbike,XV250SL,636,Yamaha,Standard,2001,Red,2021-11-15,2021,November,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
482,Boat Trailer,RED RUNNER H/B,636,Yamaha,Standard,2017,Silver,2022-01-20,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
645,Roadbike,YZF-R6W,636,Yamaha,Standard,2008,Blue,2022-01-11,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
701,Moped,YW50,636,Yamaha,Standard,2013,Black,2022-01-19,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
718,Roadbike,XJ6,636,Yamaha,Standard,2014,White,2022-03-19,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
856,Roadbike,YZF,636,Yamaha,Standard,2016,Red,2022-02-15,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
865,Roadbike,YZF,636,Yamaha,Standard,2018,White,2022-04-02,2022,April,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
869,Roadbike,MT-03,636,Yamaha,Standard,2019,Blue,2021-12-18,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
876,Roadbike,YZF,636,Yamaha,Standard,2016,Blue,2021-12-05,2021,December,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
887,Roadbike,YZF,636,Yamaha,Standard,2018,White,2022-02-01,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
907,Roadbike,MAJESTY,636,Yamaha,Standard,2005,White,2022-02-13,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
910,Roadbike,YZF,636,Yamaha,Standard,2017,Black,2022-03-01,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
930,Roadbike,YZF,636,Yamaha,Standard,2018,Blue,2022-01-02,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
937,Moped,YW50,636,Yamaha,Standard,2015,Red,2021-10-12,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
983,Roadbike,YZF,636,Yamaha,Standard,2016,Red,2021-10-22,2021,October,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
988,Roadbike,MT-07,636,Yamaha,Standard,2017,Blue,2022-03-13,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1007,Roadbike,YZF,636,Yamaha,Standard,2017,Black,2022-01-18,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1231,Roadbike,YZF-R3A,636,Yamaha,Standard,2021,Black,2022-01-29,2022,January,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1253,Roadbike,MT03LA,636,Yamaha,Standard,2020,Blue,2022-03-05,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1268,Roadbike,MTM850A,636,Yamaha,Standard,2020,Grey,2022-03-08,2022,March,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
1279,Roadbike,XV250G,636,Yamaha,Standard,2016,Red,2022-02-21,2022,Feburary,102,Auckland,New Zealand,1695200,343.09,4940.978,0,most_stolen
